providerTransactionId,email,userId,provider,amount,currency,status,transactionType,paymentMethod,createdAt,updatedAt,providerReference,fraudRisk,details_invoiceId,details_customerName,details_description
3715b16e-186b-4fe5-814b-efa0b6d9e303,fletcher_mayo@gmail.com,67d2c41a2c2adb6ed16c92c3,Stripe,349.77,USD,refunded,refund,bank_transfer,2024-06-20T05:57:13.442Z,2024-06-29T05:57:13.442Z,97d154ed-9e40-4901-9f01-4e9bb8d2e016,medium,fccea9d9-e069-4b68-9643-f6541d54a61b,Fletcher Mayo,officia tempor aliquip dolor commodo occaecat ullamco aliqua
dd8c0fb8-63e7-4231-bbf4-cccc1b3a6ad0,manning_walter@outlook.com,67d2c41a93237a4af64814b3,PayPal,30.26,USD,failed,refund,card,2024-10-25T08:12:30.024Z,2024-11-04T08:12:30.024Z,f34fa4a1-373f-47eb-85d8-4f5890adb7e3,medium,856c1ccf-b56e-4bc3-b989-e00ff442c257,Manning Walter,occaecat aute fugiat ut consequat amet pariatur ut
a6ac672c-1c90-423f-912d-6ee614c6c637,ebony_maynard@gmail.com,67d2c41aad7dbbf07b06b78a,Stripe,678.13,USD,pending,subscription,card,2024-02-06T15:55:14.424Z,2024-02-07T15:55:14.424Z,8938141a-3749-4562-a314-d7e47b72838a,low,9c49effe-0c9d-491c-bce6-813d49b59f3e,Ebony Maynard,enim eu Lorem qui duis cupidatat nulla fugiat
e1520e0d-cc66-421e-a07d-d3ebcae2dc00,ellis_harrison@yahoo.com,67d2c41ae529bab75996947b,PayPal,377.66,USD,disputed,refund,bank_transfer,2024-07-25T04:44:01.241Z,2024-08-02T04:44:01.241Z,ed3b024f-a85d-488e-a3ef-2c8f4a9cc42c,low,c063eaa3-2034-4d97-b29c-d000c7a77d04,Ellis Harrison,adipisicing adipisicing adipisicing reprehenderit enim nostrud officia aliqua
0e8f06ba-428c-4724-96c1-78e0ef4c8bee,garza_cotton@gmail.com,67d2c41a4b90faf337f6bcc9,Stripe,145.5,USD,succeeded,charge,paypal_balance,2024-07-09T22:48:37.020Z,2024-07-13T22:48:37.020Z,d5523382-d9fc-4e5b-a64e-4fac987ab50a,low,b1a6d2ec-7419-4860-9e92-f06ea5a1e206,Garza Cotton,adipisicing reprehenderit non id sunt fugiat Lorem minim
26da7995-c69b-46db-a7de-7b16931c352d,tracie_barnes@yahoo.com,67d2c41a139b9c3397bc2827,Stripe,472.94,USD,disputed,subscription,paypal_balance,2024-12-03T19:48:52.356Z,2024-12-09T19:48:52.356Z,f328e955-3383-4196-a5fa-076e59b2b5ef,high,d5d1c1a7-41db-4733-8c51-86b477707a82,Tracie Barnes,velit ullamco proident eu ipsum enim deserunt consequat
19991d1f-ddd7-4df0-a021-815257afefb9,finley_blackburn@yahoo.com,67d2c41a9b29ade42f573419,Stripe,147.55,USD,disputed,subscription,bank_transfer,2024-09-25T13:56:32.046Z,2024-10-05T13:56:32.046Z,5f4a87a5-d1ab-462f-b947-20b91689ca35,medium,5238cf32-f35d-4245-9898-301a898c70ee,Finley Blackburn,est Lorem velit aute ea consequat minim occaecat
81ab87d1-53b5-4dc7-ac44-eabc6692a3c6,etta_travis@yahoo.com,67d2c41a56bfe3d427d932a6,PayPal,706.43,USD,succeeded,charge,paypal_balance,2024-06-02T21:58:28.354Z,2024-06-11T21:58:28.354Z,2522cad3-1955-4d55-9c02-ed7452f684ee,medium,95429cf3-e58e-4236-aa2b-e0aef0e78600,Etta Travis,in tempor eu voluptate ex officia amet sunt
97b6fdef-9c35-4c15-b62d-ad791985daf6,helene_schultz@gmail.com,67d2c41a93bca8939f98e979,Stripe,817.77,USD,refunded,refund,bank_transfer,2024-10-04T17:31:45.828Z,2024-10-11T17:31:45.828Z,5c036f5c-01c3-4f21-b8ac-539cab81416a,medium,51707390-6f5f-4dd3-bba6-232d3efd92ac,Helene Schultz,ea deserunt ut elit excepteur laboris velit sint
1302cdc5-b6f1-4fc8-929e-b4968c3fd6fc,cassandra_blake@outlook.com,67d2c41aedd418e7b18e5f55,PayPal,501.76,USD,succeeded,charge,bank_transfer,2024-01-18T12:00:58.948Z,2024-01-22T12:00:58.948Z,0c1cdc37-8f7a-4b39-ac8c-87b8485c8fdd,low,6f6df982-e3c4-47e4-9d1d-85556b4f2c1a,Cassandra Blake,qui anim elit irure sint occaecat duis proident
589efcd0-5dc5-44a1-a9bb-658ccd2f7fa3,sue_hull@gmail.com,67d2c41a839e494e67b999d7,PayPal,894.39,USD,failed,refund,paypal_balance,2024-01-23T09:19:56.860Z,2024-01-25T09:19:56.860Z,49410127-a934-4df4-a1d8-9e9dbc187034,low,37c19c49-72b9-4846-9bc3-5e286f9c2015,Sue Hull,irure quis Lorem incididunt labore ipsum commodo in
7428714a-5e6d-4cfc-808f-0d51d8236e13,williamson_shepard@yahoo.com,67d2c41a6ec032c0db76cc1d,PayPal,1265.58,USD,refunded,charge,bank_transfer,2024-06-03T07:56:02.398Z,2024-06-13T07:56:02.398Z,aee842aa-d458-426f-904f-3caf256dff18,low,ba03ad44-1c4b-4422-86f7-ffcc99333d64,Williamson Shepard,aliquip minim sint ad nulla occaecat proident aliquip
39c96d8f-2534-4157-9f58-61125e98bb05,martina_solis@gmail.com,67d2c41a7edd9dec9fdd8917,Stripe,717.17,USD,disputed,refund,paypal_balance,2024-09-30T02:21:25.301Z,2024-10-09T02:21:25.301Z,69f3c16d-a577-4dc5-999c-7d3c3966a4b5,low,f36baf0c-b029-4b32-9e35-72e3450c9180,Martina Solis,culpa Lorem dolor ad elit Lorem pariatur commodo
d7e6b6df-7fa9-4ad3-a9db-0b36c0621bd5,candy_levy@gmail.com,67d2c41ac3d019d3f4832748,Stripe,1001.47,USD,disputed,refund,paypal_balance,2024-05-25T10:54:01.749Z,2024-05-26T10:54:01.749Z,6f57729b-9afe-41c0-b31c-52456e1f71bb,medium,a1bf5d78-45fd-4353-86ec-c104b09de5cf,Candy Levy,elit ad mollit amet officia culpa amet pariatur
b1896e53-be57-4297-958b-0c21ced52fc1,bentley_hartman@outlook.com,67d2c41a8cb280fda630d2b2,PayPal,191.23,USD,failed,subscription,card,2024-12-06T13:29:30.303Z,2024-12-15T13:29:30.303Z,c6652b6a-99e6-4f56-8892-5a8eb5c745f3,low,c7a3e84e-a7ef-425e-bfdd-0b0be87f3c3e,Bentley Hartman,cupidatat proident velit dolore eu nostrud reprehenderit proident
b0dd7619-6f8d-4a0b-88b1-bee86fb193f6,merle_aguilar@gmail.com,67d2c41a536d2bf8f91c388b,Stripe,239.53,USD,disputed,payout,bank_transfer,2024-11-16T03:09:39.742Z,2024-11-21T03:09:39.742Z,ebf878b3-b93d-47a8-a44a-f11f1e961ecd,low,27155e9c-01c4-4151-a7cd-cbf9cfa153df,Merle Aguilar,sunt dolor consequat anim veniam magna Lorem enim
d7383c50-1c1e-48c4-8270-3c83de337492,maura_holmes@yahoo.com,67d2c41a60b7c5c143cb778f,Stripe,968.85,USD,pending,payout,bank_transfer,2024-01-05T12:55:41.682Z,2024-01-11T12:55:41.682Z,096678e7-bb69-4ba1-97d6-e7752a661b5f,high,15e3748f-9392-4aad-9c5e-c81ea0890c56,Maura Holmes,aute ad Lorem est mollit reprehenderit nostrud proident
b96af3e7-aa62-46fe-8221-4802e076cc4c,jody_delaney@yahoo.com,67d2c41ad0060ec731c586fe,PayPal,42.29,USD,refunded,charge,card,2024-08-01T04:13:10.198Z,2024-08-09T04:13:10.198Z,8b9efded-4438-4c04-9772-df7f389a3bfa,low,8637c2b0-e48f-42e0-8ae3-c3c8fd8d3746,Jody Delaney,enim non qui sunt id Lorem commodo officia
38000a35-ba96-434d-91db-1800b741ec91,wilkerson_hanson@yahoo.com,67d2c41ad787e6b465e1f35a,Stripe,647.56,USD,failed,refund,bank_transfer,2024-11-03T01:24:44.826Z,2024-11-10T01:24:44.826Z,e550b35b-1fe4-4f72-8363-1209dc5aca51,medium,f43dfcf3-a074-4536-b7fb-ca857c021992,Wilkerson Hanson,aliqua dolore aliqua consectetur aute minim veniam officia
9a885995-66de-4074-ae34-b3c017407264,rosalinda_gilmore@gmail.com,67d2c41a6ab538787cb6fb8e,PayPal,550.52,USD,pending,subscription,card,2024-12-24T01:25:09.200Z,2025-01-01T01:25:09.200Z,df834000-780a-4944-a374-b952f628b4cd,low,8cb08cfe-8e05-4013-a49d-4d3c9d39285f,Rosalinda Gilmore,laborum aliquip et sint velit incididunt eu et
ebdb9b36-0b00-4610-b642-b49dbf99c3fd,robert_holloway@outlook.com,67d2c41a41e9039d22d42363,PayPal,581.78,USD,refunded,refund,paypal_balance,2024-07-03T08:55:39.364Z,2024-07-04T08:55:39.364Z,f65e367b-ce9d-410d-9ba2-11b68a3722ef,medium,62430d1c-5aad-44c9-ba36-c5ed10643fc6,Robert Holloway,amet adipisicing qui id ipsum et anim dolore
d4f0f391-35ac-4021-b139-dc6ea31a2f82,day_kirk@outlook.com,67d2c41af193131c60e5636d,Stripe,838.09,USD,pending,charge,card,2024-04-02T16:55:26.426Z,2024-04-12T16:55:26.426Z,a734e4f6-d7cc-4c15-993e-6cb227361104,low,72011414-19c1-4395-889f-5f02b633cca9,Day Kirk,dolor proident nostrud quis veniam nostrud ex nostrud
bd6b003e-7a66-46f0-abea-5b27c0a4249f,gibson_pruitt@gmail.com,67d2c41a9d2fda24d392c62a,Stripe,281.78,USD,disputed,subscription,paypal_balance,2024-07-28T12:38:40.775Z,2024-07-30T12:38:40.775Z,977787c3-2d2e-4a3c-8415-bef0f3ed0b85,medium,5fda7b5b-843b-4688-af73-1ef6743799cb,Gibson Pruitt,ex voluptate consequat ullamco pariatur non laboris amet
81d8942d-36ee-4661-9eaf-c50da1cb01c4,lakisha_tate@outlook.com,67d2c41a19728a7d1cf3653f,PayPal,578.74,USD,failed,charge,bank_transfer,2024-09-10T15:50:26.084Z,2024-09-16T15:50:26.084Z,683cc415-e0e9-4d5c-820d-ddcb1e4f3e8d,high,8afc2076-010a-4952-ac00-9860db24bd88,Lakisha Tate,dolor est do voluptate pariatur mollit esse nostrud
230103ea-f3fa-4245-8e00-42ddedace060,vaughn_nash@outlook.com,67d2c41a88466841d080828a,Stripe,601.59,USD,pending,charge,bank_transfer,2024-02-04T07:22:38.907Z,2024-02-13T07:22:38.907Z,7850f1a7-bc48-4da8-a29d-5c644000642d,medium,760c588f-a347-46a1-8cc4-eeb8a890f3b6,Vaughn Nash,nostrud laboris amet laborum eu excepteur ullamco dolore
12f6584b-448a-4bbb-8a87-788e47f6c328,marcy_david@outlook.com,67d2c41a93e74b23043dd8aa,Stripe,51.82,USD,refunded,payout,card,2024-04-06T12:20:36.054Z,2024-04-10T12:20:36.054Z,4cee15d8-44d5-4f17-af0d-751c43e409a1,high,86278f68-8cd0-4e95-99df-0d810e593bbe,Marcy David,ut enim nostrud consectetur ipsum excepteur sunt amet
01471efd-dd6c-43d3-a444-6084858a2d33,jeri_barlow@yahoo.com,67d2c41ae3b511ed8d1c4e5b,Stripe,246.92,USD,succeeded,subscription,paypal_balance,2024-04-25T07:16:47.548Z,2024-05-01T07:16:47.548Z,49dcaa6a-c4c8-41bd-8c4e-3a1138310838,medium,61110edb-2bc9-4356-a345-8e50256bd603,Jeri Barlow,consectetur esse voluptate ut cupidatat do cillum adipisicing
1adc154a-75cd-4c56-ab82-22e3cff02bd5,sabrina_gonzales@outlook.com,67d2c41a0f77bee9b1077705,PayPal,331.62,USD,pending,subscription,bank_transfer,2024-03-01T11:08:52.203Z,2024-03-06T11:08:52.203Z,70d45c4c-6f7e-47ad-b20b-43897531567c,low,ae13530e-f3d2-4392-8af5-5d033e8e50dc,Sabrina Gonzales,pariatur consequat dolore aute ut eu incididunt ipsum
4fdeb47b-6cc2-4475-8bf7-6d947e8a3d57,hawkins_pierce@outlook.com,67d2c41ace0410996794c436,PayPal,499.69,USD,pending,payout,bank_transfer,2024-02-25T16:22:45.738Z,2024-03-02T16:22:45.738Z,37238bdb-0f7e-475e-85ed-7145b984d8d0,low,f99acf1a-1182-4800-bdb5-b483dbd224ca,Hawkins Pierce,laborum exercitation consequat sunt nostrud deserunt et aute
14e63b82-e4a6-46a6-90da-c8725faa74cb,cannon_petersen@yahoo.com,67d2c41afabf82be4e9ad50c,Stripe,435.27,USD,pending,refund,bank_transfer,2024-05-12T19:00:32.528Z,2024-05-19T19:00:32.528Z,e3656279-e01e-4e03-b9dc-360c08bb01ea,low,71696c1f-8a76-4a17-9641-d68073c89b72,Cannon Petersen,ullamco veniam labore cupidatat cupidatat eu sit ut
f4401f7a-ada2-46c5-8618-850f1b84d567,fay_knox@yahoo.com,67d2c41a54d9e170c63f652c,PayPal,340.13,USD,refunded,subscription,bank_transfer,2024-02-16T03:49:29.654Z,2024-02-19T03:49:29.654Z,9717033e-920d-4525-8fce-e2d28fcf5d1d,high,bc8ab35e-314b-428c-8498-e6d6aade19db,Fay Knox,minim sunt pariatur dolore amet consequat veniam proident
09f301cd-bf18-4f58-aacf-ea456b9b562c,terry_morrison@outlook.com,67d2c41a7ec669addad4aa73,PayPal,602.07,USD,disputed,charge,paypal_balance,2024-03-14T13:23:23.233Z,2024-03-23T13:23:23.233Z,1b0040fc-a1f1-4b84-b50f-de238b850fdb,medium,f6033ee0-52a3-4a6b-a8d2-ffcca6df053f,Terry Morrison,laborum minim cupidatat mollit Lorem nisi fugiat Lorem
44e5a28c-3115-46b2-b19d-5c9d9c21aaeb,briana_velazquez@yahoo.com,67d2c41ad908f4aa22fbe76b,PayPal,309.29,USD,refunded,charge,card,2024-06-10T18:52:24.473Z,2024-06-19T18:52:24.473Z,676788b8-e271-40df-a511-870ff05b8553,low,035a8228-f137-4d37-9d36-2274c6ecb51f,Briana Velazquez,cillum dolor esse Lorem pariatur do aliqua laborum
01e6ddf7-7993-46f9-9fe3-6d8d4c62e2d4,maureen_baxter@outlook.com,67d2c41a9943c71979a54190,Stripe,102.55,USD,pending,refund,bank_transfer,2024-07-12T21:17:05.148Z,2024-07-21T21:17:05.148Z,251d9c6f-e992-4a96-b961-b7083bd85ae0,high,23c8401f-9939-4ffb-ab2d-7bb14dc71651,Maureen Baxter,in eu voluptate qui est minim in duis
3bb4f4f1-824c-4ab3-a711-f2524e22fe92,hester_daniels@gmail.com,67d2c41a3d88588beb2f14b8,Stripe,476.38,USD,failed,payout,card,2024-07-17T00:50:28.579Z,2024-07-23T00:50:28.579Z,3c58862a-7a6c-4497-8217-7b0c6cf07803,high,eb55a01a-5407-47d0-894b-e135c8140cd2,Hester Daniels,qui ipsum reprehenderit sint sunt aute ea sit
44cc3e15-b22d-4364-b09d-4be609a08e0e,mcdowell_hodge@outlook.com,67d2c41ae9c51e4e54a6bb6b,PayPal,369.49,USD,pending,charge,paypal_balance,2024-09-01T06:30:28.046Z,2024-09-09T06:30:28.046Z,4efdc11c-d35f-4fe5-8923-54fb90fa97c0,high,ad35072d-644c-4322-811e-db6cd085a865,Mcdowell Hodge,nostrud nostrud cillum culpa occaecat cupidatat sunt qui
dcaea152-46ec-4873-a8ad-c15ebd059b5a,bette_hammond@outlook.com,67d2c41acece3599816e8ae8,PayPal,34.83,USD,pending,refund,card,2024-09-26T04:30:36.526Z,2024-09-29T04:30:36.526Z,6f15cda6-3929-42fe-b328-00ee8655a8a0,low,d4cdea3e-d10b-4786-be1f-b6becb85115b,Bette Hammond,voluptate nisi eiusmod nisi irure consectetur elit nulla
21711eca-0695-4673-ab6b-7ede3ca04f61,leila_burt@yahoo.com,67d2c41a3867ae1a2ed29a31,Stripe,888.46,USD,failed,charge,paypal_balance,2024-05-08T14:00:06.529Z,2024-05-16T14:00:06.529Z,bb196604-9211-4e10-8cb3-5e11626dc669,medium,fde77e36-6961-43e7-b08b-3d040cd93907,Leila Burt,esse magna et culpa magna eiusmod culpa ea
46227fd9-7fea-473a-8f3e-fad994b94de2,catalina_carson@yahoo.com,67d2c41af20b970c9dbfeb0f,Stripe,935.33,USD,pending,charge,card,2024-11-14T08:27:17.217Z,2024-11-20T08:27:17.217Z,5d21aee4-62cd-4f24-8da1-11c9d8281c34,medium,c7fcc62f-7ba2-4e9c-8397-d955bc3fa3cd,Catalina Carson,ullamco officia ex id sint fugiat quis ipsum
6c63eb8f-fd68-4c27-ad70-b6cc8ce151cd,holly_flores@gmail.com,67d2c41a6912a19f3373354d,Stripe,497.31,USD,pending,payout,paypal_balance,2024-08-23T22:53:39.775Z,2024-08-25T22:53:39.775Z,378cd5d8-f626-46b6-9efb-3abf293be432,medium,ea35d51c-80a5-48b9-827e-a7f9238739d8,Holly Flores,cupidatat pariatur consequat Lorem laborum ipsum laboris et
fdc2cefb-56eb-4cc9-adfb-39469911a251,jayne_hyde@gmail.com,67d2c41a32c46418b0626717,PayPal,403.24,USD,pending,payout,bank_transfer,2024-11-02T11:51:19.344Z,2024-11-04T11:51:19.344Z,419f7cbf-6462-4cc8-9790-37bccc57a649,high,2f444f83-3232-4f56-846d-afcd20c3e563,Jayne Hyde,minim deserunt commodo nulla consectetur cillum est nulla
eb81d804-9a10-4e6e-8994-9a852412e105,lorraine_bradley@outlook.com,67d2c41a390065b1b3504f3f,PayPal,431.09,USD,refunded,charge,card,2024-03-27T10:53:35.872Z,2024-04-05T10:53:35.872Z,454dc894-2448-493a-85df-c17613c87055,medium,3a162d5e-6c0c-4de3-8846-eac2ab5ebf91,Lorraine Bradley,officia incididunt irure ut aliqua culpa duis culpa
155c3644-4738-4854-b9cd-e84def71fe81,velma_galloway@outlook.com,67d2c41afb45238182a32823,PayPal,681.91,USD,disputed,charge,paypal_balance,2024-11-05T15:00:05.468Z,2024-11-15T15:00:05.468Z,92867b5f-6051-42a2-bd8e-1274e2ede058,high,e391284b-aad3-4b96-9949-a520478117c7,Velma Galloway,pariatur consectetur eiusmod duis voluptate occaecat ea nulla
5cace88d-112c-4699-a729-8237cd0df6cf,hatfield_cross@yahoo.com,67d2c41ab97efddf2ae604cb,PayPal,595.88,USD,failed,refund,card,2024-03-10T09:28:09.745Z,2024-03-15T09:28:09.745Z,769ba6ce-9e3d-444e-898c-8e888839080a,high,256e2e0c-acd7-4d43-b775-2e614a09c21e,Hatfield Cross,sit velit dolor ipsum esse deserunt duis consectetur
e0d97a12-1be9-428f-9850-bee8c46a1789,katina_patton@outlook.com,67d2c41a0225c8e675f02060,Stripe,198.77,USD,disputed,subscription,paypal_balance,2024-11-12T21:42:04.282Z,2024-11-21T21:42:04.282Z,f19c55a5-3af2-4b08-9e15-a6b8917cbbab,medium,9fbd39e4-c1cd-442a-b243-3f409986a2b8,Katina Patton,in ad sit aliqua veniam ipsum nisi proident
14a27737-c599-4e2b-80d5-5d0d851b94c1,knight_velasquez@outlook.com,67d2c41a9eacf693bad6584f,Stripe,297.62,USD,pending,refund,card,2024-05-15T03:45:24.485Z,2024-05-19T03:45:24.485Z,68405015-75c6-4bb9-b33f-8204e7a4a2f1,medium,e0e5859c-b424-4996-adca-1f7a18ce75b0,Knight Velasquez,nisi sit cupidatat in irure ipsum sint do
a01c03e1-8a9b-47e4-9829-569ff446176b,frederick_morales@outlook.com,67d2c41a18ccff53ec4baba5,Stripe,884.16,USD,pending,subscription,bank_transfer,2024-11-08T19:41:45.774Z,2024-11-15T19:41:45.774Z,0e3464eb-2c2f-4dd9-ae21-00f93a7e7374,high,8f553925-4846-4cd6-b491-dbe7223ad913,Frederick Morales,proident esse enim quis aliqua tempor eiusmod anim
87a59c14-eebe-4a55-998e-5e3e2c5ee587,sophia_cash@yahoo.com,67d2c41a3d2bf6de29cff832,PayPal,556.07,USD,succeeded,subscription,card,2024-09-11T12:00:19.941Z,2024-09-12T12:00:19.941Z,f13d8dda-75be-461a-a42e-5101875a59d3,low,1f4a946b-d3c1-450e-96f3-bec04ae48908,Sophia Cash,ipsum magna qui laboris aliqua laborum adipisicing pariatur
3104da84-2b76-468c-baba-8b8280558c3e,lott_zimmerman@gmail.com,67d2c41acea85e9c04dc99d6,PayPal,597.06,USD,succeeded,charge,bank_transfer,2024-04-02T16:14:00.461Z,2024-04-09T16:14:00.461Z,88d1db5b-6bab-4803-b8b4-f8cbb455da4a,high,ff280ed3-506f-442a-8249-adbddd4815a0,Lott Zimmerman,laboris Lorem ullamco voluptate nisi culpa do excepteur
18c57059-1c82-4b76-923c-e34c9930f909,lilly_patterson@yahoo.com,67d2c41a13f0d4670892808d,Stripe,892.45,USD,succeeded,subscription,card,2024-02-02T04:34:13.973Z,2024-02-10T04:34:13.973Z,f2010082-8845-4217-a427-f6fa67a370e1,medium,09defe20-bde3-4757-8ec6-00c9a3abdaa8,Lilly Patterson,consectetur dolor qui ea sit incididunt nisi id
58511bef-b9d4-43ce-8127-a565ce5a99d5,tasha_west@outlook.com,67d2c41abac7606299eac665,PayPal,605.95,USD,refunded,charge,bank_transfer,2024-01-11T19:03:08.637Z,2024-01-15T19:03:08.637Z,88f1abe5-61a1-471c-876a-932d603d3ab9,medium,22c64f07-004e-4221-9560-59fc14b84c3d,Tasha West,cillum ea dolore nostrud pariatur velit do fugiat
b02ed4c4-27e1-4fc1-a505-45ad5212b981,luella_richards@yahoo.com,67d2c41af830952933fd10a0,Stripe,146.44,USD,pending,refund,bank_transfer,2024-07-09T20:46:03.540Z,2024-07-16T20:46:03.540Z,93823ffb-2756-4731-a594-b87a2934e2b5,high,cb8f2dfa-24a3-4bb3-996c-a862856037e9,Luella Richards,aute labore excepteur sit aute culpa sint velit
5b7ddc4d-549f-4d44-b7d2-ee44090286f1,lou_strickland@yahoo.com,67d2c41af94d7b905320d6be,PayPal,168.76,USD,disputed,payout,card,2024-01-29T08:02:53.328Z,2024-02-06T08:02:53.328Z,59e52657-cc8e-4de4-93d1-5ca0c625083f,low,39b69e72-8eb8-424b-8cea-41c90d035a63,Lou Strickland,enim voluptate est aute mollit tempor Lorem excepteur
